id,name_en,name_zh,category_id,cost,fling_power,fling_effect_id,description
237,red-scarf,红色头巾,36,100,10.0,,"携带它去参加华丽大赛的
宝可梦会比平时
看上去更加帅气。"
238,blue-scarf,蓝色头巾,36,100,10.0,,"携带它去参加华丽大赛的
宝可梦会比平时
看上去更加美丽。"
239,pink-scarf,粉红头巾,36,100,10.0,,"携带它去参加华丽大赛的
宝可梦会比平时
看上去更加可爱。"
240,green-scarf,绿色头巾,36,100,10.0,,"携带它去参加华丽大赛的
宝可梦会比平时
看上去更加聪明。"
241,yellow-scarf,黄色头巾,36,100,10.0,,"携带它去参加华丽大赛的
宝可梦会比平时
看上去更加强壮。"
242,wide-lens,广角镜,12,4000,10.0,,"能放大观看物体的镜片。
携带后，招式的命中率
就会少量提高。"
243,muscle-band,力量头带,12,4000,10.0,,"力如泉涌的头带。
携带后，物理招式的
威力就会少量提高。"
244,wise-glasses,博识眼镜,12,4000,10.0,,"装着很厚镜片的眼镜。
携带后，特殊招式的
威力就会少量提高。"
245,expert-belt,达人带,12,4000,10.0,,"用惯了的黑色带子。
携带后，效果绝佳时的
招式威力就会少量提高。"
246,light-clay,光之黏土,12,4000,30.0,,"当携带它的宝可梦
使出光墙或反射壁时，
效果会比平时持续得更长。"
247,life-orb,生命宝珠,12,4000,30.0,,"携带后，虽然每次攻击时
ＨＰ少量减少，
但招式的威力会提高。"
248,power-herb,强力香草,12,4000,10.0,,"携带它的宝可梦仅有１次机会
可以在第１回合使出
需要蓄力的招式。"
249,toxic-orb,剧毒宝珠,15,4000,30.0,1.0,"触碰后会放出毒的神奇宝珠。
携带后，在战斗时会变成剧毒状态。"
250,flame-orb,火焰宝珠,15,4000,30.0,2.0,"触碰后会放出热量的神奇宝珠。
携带后，在战斗时会变成灼伤状态。"
251,quick-powder,速度粉,18,1000,10.0,,"让百变怪携带后，
速度就会提高的神奇粉末。
非常细腻坚硬。"
252,focus-sash,气势披带,12,4000,10.0,,"携带后，在ＨＰ全满时，
即便受到可能会导致濒死的招式，
也能仅以１ＨＰ撑过去１次。"
253,zoom-lens,对焦镜,12,4000,10.0,,"当携带它的宝可梦比
对手行动迟缓时，
招式会变得容易命中。"
254,metronome,节拍器,12,4000,30.0,,"携带后，连续使出相同招式时，
威力就会提高。不再使出
相同招式时，威力就会复原。"
255,iron-ball,黑色铁球,15,4000,130.0,,"携带后，速度会降低。
飞行属性以及飘浮宝可梦
会被地面招式击中。"
256,lagging-tail,后攻之尾,15,4000,10.0,,"非常沉重的某种尾巴。
携带后，行动会比平时更加迟缓。"
257,destiny-knot,红线,12,4000,10.0,,"长长的鲜红色细线。
携带后，在自己着迷时
能让对手也着迷。"
258,black-sludge,黑色污泥,12,4000,30.0,,"携带后，毒属性的宝可梦
会缓缓回复ＨＰ。
其他属性的话，ＨＰ则会减少。"
259,icy-rock,冰冷岩石,12,4000,40.0,,"携带它的宝可梦使出冰雹的话，
冰雹的时间就会比平时更长。"
260,smooth-rock,沙沙岩石,12,4000,10.0,,"携带它的宝可梦使出沙暴的话，
沙暴的时间就会比平时更长。"
261,heat-rock,炽热岩石,12,4000,60.0,,"携带它的宝可梦使出大晴天的话，
晴天的时间就会比平时更长。"
262,damp-rock,潮湿岩石,12,4000,60.0,,"携带它的宝可梦使出求雨的话，
下雨的时间就会比平时更长。"
263,grip-claw,紧缠钩爪,12,4000,90.0,,"携带后，绑紧以及紧束等
会持续造成伤害的招式的
回合数会增加。"
264,choice-scarf,讲究围巾,13,4000,10.0,,"有点讲究的围巾。
虽然携带后速度会提高，
但只能使出相同的招式。"
265,sticky-barb,附着针,15,4000,80.0,,"携带后，每回合都会受到伤害。
有时也会附着到
碰到自己的对手身上。"
266,power-bracer,力量护腕,14,3000,70.0,,"虽然携带后速度会降低，
但宝可梦的攻击
会比平时成长得更高。"
267,power-belt,力量腰带,14,3000,70.0,,"虽然携带后速度会降低，
但宝可梦的防御
会比平时成长得更高。"
268,power-lens,力量镜,14,3000,70.0,,"虽然携带后速度会降低，
但宝可梦的特攻
会比平时成长得更高。"
269,power-band,力量束带,14,3000,70.0,,"虽然携带后速度会降低，
但宝可梦的特防
会比平时成长得更高。"
270,power-anklet,力量护踝,14,3000,70.0,,"虽然携带后速度会降低，
但宝可梦的速度
会比平时成长得更高。"
271,power-weight,力量负重,14,3000,70.0,,"虽然携带后速度会降低，
但宝可梦的ＨＰ
会比平时成长得更高。"
272,shed-shell,美丽空壳,12,4000,10.0,,"结实坚硬的空壳。
携带它的宝可梦必定可以
和后备的宝可梦进行替换。"
273,big-root,大根茎,12,4000,10.0,,"携带后，吸取ＨＰ的招式
可以比平时更多地回复自己的ＨＰ。"
274,choice-specs,讲究眼镜,13,4000,10.0,,"有点讲究的眼镜。
虽然携带后特攻会提高，
但只能使出相同的招式。"
275,flame-plate,火球石板,17,1000,90.0,,"火属性的石板。
携带后，火属性的
招式威力就会增强。"
276,splash-plate,水滴石板,17,1000,90.0,,"水属性的石板。
携带后，水属性的
招式威力就会增强。"
277,zap-plate,雷电石板,17,1000,90.0,,"电属性的石板。
携带后，电属性的
招式威力就会增强。"
278,meadow-plate,碧绿石板,17,1000,90.0,,"草属性的石板。
携带后，草属性的
招式威力就会增强。"
279,icicle-plate,冰柱石板,17,1000,90.0,,"冰属性的石板。
携带后，冰属性的
招式威力就会增强。"
280,fist-plate,拳头石板,17,1000,90.0,,"格斗属性的石板。
携带后，格斗属性的
招式威力就会增强。"
281,toxic-plate,剧毒石板,17,1000,90.0,,"毒属性的石板。
携带后，毒属性的
招式威力就会增强。"
282,earth-plate,大地石板,17,1000,90.0,,"地面属性的石板。
携带后，地面属性的
招式威力就会增强。"
283,sky-plate,蓝天石板,17,1000,90.0,,"飞行属性的石板。
携带后，飞行属性的
招式威力就会增强。"
284,mind-plate,神奇石板,17,1000,90.0,,"超能力属性的石板。
携带后，超能力属性的
招式威力就会增强。"
285,insect-plate,玉虫石板,17,1000,90.0,,"虫属性的石板。
携带后，虫属性的
招式威力就会增强。"
286,stone-plate,岩石石板,17,1000,90.0,,"岩石属性的石板。
携带后，岩石属性的
招式威力就会增强。"
287,spooky-plate,妖怪石板,17,1000,90.0,,"幽灵属性的石板。
携带后，幽灵属性的
招式威力就会增强。"
288,draco-plate,龙之石板,17,1000,90.0,,"龙属性的石板。
携带后，龙属性的
招式威力就会增强。"
289,dread-plate,恶颜石板,17,1000,90.0,,"恶属性的石板。
携带后，恶属性的
招式威力就会增强。"
290,iron-plate,钢铁石板,17,1000,90.0,,"钢属性的石板。
携带后，钢属性的
招式威力就会增强。"
291,odd-incense,奇异薰香,19,2000,10.0,,"有着神奇香气的薰香。
携带后，超能力属性的
招式威力就会提高。"
292,rock-incense,岩石薰香,19,2000,10.0,,"有着神奇香气的薰香。
携带后，岩石属性的
招式威力就会提高。"
293,full-incense,饱腹薰香,15,5000,10.0,,"有着神奇香气的薰香。
携带后，宝可梦的行动
会比平时更加迟缓。"
294,wave-incense,涟漪薰香,19,2000,10.0,,"有着神奇香气的薰香。
携带后，水属性的
招式威力就会提高。"
295,rose-incense,花朵薰香,19,2000,10.0,,"有着神奇香气的薰香。
携带后，草属性的
招式威力就会提高。"
296,luck-incense,幸运薰香,16,11000,10.0,,"只要携带它的宝可梦
在战斗时出场一次，
就能获得２倍金钱。"
297,pure-incense,洁净薰香,16,6000,10.0,,"让排在最前面的宝可梦携带后，
野生宝可梦就会不容易出现。"
298,protector,护具,10,2000,80.0,,"某种护具。
非常坚硬而且沉重。
某种宝可梦很喜欢它。"
299,electirizer,电力增幅器,10,2000,80.0,,"积蓄着庞大电气能量的箱子。
某种宝可梦很喜欢它。"
300,magmarizer,熔岩增幅器,10,2000,80.0,,"积蓄着庞大熔岩能量的箱子。
某种宝可梦很喜欢它。"
301,dubious-disc,可疑补丁,10,2000,50.0,,"内部储存了奇怪信息的透明机器。
制造者不明。"
302,reaper-cloth,灵界之布,10,2000,10.0,,"蕴含着惊人强大灵力的布。
某种宝可梦很喜欢它。"
303,razor-claw,锐利之爪,12,5000,80.0,,"尖锐的爪子。
携带后，招式会
变得容易击中要害。"
304,razor-fang,锐利之牙,12,5000,30.0,7.0,"尖锐的牙齿。
携带后，在给予伤害时，
有时会让对手畏缩。"
305,tm01,招式学习器０１,37,40000,,,"使出力大无穷的重踢
踢飞对手进行攻击。"
306,tm02,招式学习器０２,37,1000,,,"向对手的身体
投掷小金币进行攻击。
战斗后可以拿到钱。"
307,tm03,招式学习器０３,37,50000,,,"用充满火焰的拳头攻击对手。
有时会让对手陷入灼伤状态。"
308,tm04,招式学习器０４,37,50000,,,"用充满寒气的拳头攻击对手。
有时会让对手陷入冰冻状态。"
309,tm05,招式学习器０５,37,50000,,,"用充满电流的拳头攻击对手。
有时会让对手陷入麻痹状态。"
310,tm06,招式学习器０６,37,1000,,,"第１回合飞上天空，
第２回合攻击对手。"
311,tm07,招式学习器０７,37,1000,,,"向对手发射
锐针进行攻击。
连续攻击２～５次。"
312,tm08,招式学习器０８,37,50000,,,"向对手发射
强烈的光线进行攻击。
下一回合自己将无法动弹。"
313,tm09,招式学习器０９,37,50000,,,"使出自己浑身力量突击对手。
下一回合自己将无法动弹。"
314,tm10,招式学习器１０,37,1000,,,"散落可以追踪
对手的神奇叶片。
攻击必定会命中。"
315,tm11,招式学习器１１,37,1000,,,"第１回合收集满满的日光，
第２回合发射光束进行攻击。"
316,tm12,招式学习器１２,37,50000,,,"第１回合收集满满的日光，
第２回合将此力量
集中在剑上进行攻击。"
317,tm13,招式学习器１３,37,10000,,,"将对手困在
激烈的火焰旋涡中，
在４～５回合内进行攻击。"
318,tm14,招式学习器１４,37,1000,,,"向对手发出
微弱的电击，
从而让对手陷入麻痹状态。"
319,tm15,招式学习器１５,37,1000,,,"第１回合钻入，
第２回合攻击对手。"
320,tm16,招式学习器１６,37,1000,,,"发出不由自主想要
捂起耳朵的刺耳声，
从而大幅降低对手的防御。"
321,tm17,招式学习器１７,37,10000,,,"利用神奇的墙壁，
在５回合内减弱从对手那里
受到的特殊攻击的伤害。"
322,tm18,招式学习器１８,37,10000,,,"利用神奇的墙壁，
在５回合内减弱从对手那里
受到的物理攻击的伤害。"
323,tm19,招式学习器１９,37,10000,,,"在５回合内
被神奇的力量守护，
从而不会陷入异常状态。"
324,tm20,招式学习器２０,37,100000,,,"引发爆炸，
攻击自己周围所有的宝可梦。
使用后陷入濒死。"
325,tm21,招式学习器２１,37,1000,,,"连续睡上２回合。
回复自己的全部ＨＰ
以及治愈所有异常状态。"
326,tm22,招式学习器２２,37,1000,,,"将大岩石
猛烈地撞向对手进行攻击。
有时会使对手畏缩。"
327,tm23,招式学习器２３,37,10000,,,"攻击的同时盗取道具。
当自己携带道具时，
不会去盗取。"
328,tm24,招式学习器２４,37,1000,,,"在自己睡觉时，
发出噪音进行攻击。
有时会使对手畏缩。"
329,tm25,招式学习器２５,37,10000,,,"完全抵挡
对手的攻击。
连续使出则容易失败。"
330,tm26,招式学习器２６,37,1000,,,"用恐怖的表情瞪着对手，
使其害怕，
从而大幅降低对手的速度。"
331,tm27,招式学习器２７,37,1000,,,"将结冰的冷气
吹向对手进行攻击。
会降低对手的速度。"
332,tm28,招式学习器２８,37,100000,,,"吸取对手的养分进行攻击。
可以回复给予对手
伤害的一半ＨＰ。"
333,tm29,招式学习器２９,37,1000,,,"可爱地凝视，
诱使对手疏忽大意，
从而大幅降低对手的攻击。"
334,tm30,招式学习器３０,37,1000,,,"用坚硬的翅膀敲打
对手进行攻击。
有时会提高自己的防御。"
335,tm31,招式学习器３１,37,1000,,,"♂诱惑♀或♀诱惑♂，
让对手着迷。
对手将很难使出招式。"
336,tm32,招式学习器３２,37,10000,,,"在５回合内扬起沙暴，除岩石、地面和
钢属性以外的宝可梦，都会受到伤害。
岩石属性的特防还会提高。"
337,tm33,招式学习器３３,37,10000,,,"在５回合内一直降雨，
从而提高水属性的招式威力。
火属性的招式威力则降低。"
338,tm34,招式学习器３４,37,10000,,,"在５回合内让日照变得强烈，
从而提高火属性的招式威力。
水属性的招式威力则降低。"
339,tm35,招式学习器３５,37,10000,,,"在５回合内一直降冰雹，
除冰属性的宝可梦以外，
给予全体宝可梦伤害。"
340,tm36,招式学习器３６,37,1000,,,"将对手困在激烈的
水流旋涡中，
在４～５回合内进行攻击。"
341,tm37,招式学习器３７,37,1000,,,"我方全员进行攻击。
同行的宝可梦越多，
招式的攻击次数越多。"
342,tm38,招式学习器３８,37,1000,,,"放出怪异的火焰，
从而让对手陷入灼伤状态。"
343,tm39,招式学习器３９,37,1000,,,"当自己处于中毒、麻痹、灼伤状态时，
向对手使出此招式的话，
威力会变成２倍。"
344,tm40,招式学习器４０,37,1000,,,"发射星形的光攻击对手。
攻击必定会命中。"
345,tm41,招式学习器４１,37,10000,,,"帮助伙伴。
被帮助的宝可梦，
其招式威力变得比平时大。"
346,tm42,招式学习器４２,37,1000,,,"如果受到对手的招式攻击，
就能给予对手２倍的伤害。"
347,tm43,招式学习器４３,37,1000,,,"将手刀猛烈地挥下攻击对手。
还可以破坏光墙和反射壁等。"
348,tm44,招式学习器４４,37,100000,,,"如果对手有和自己相同的招式，
那么只有对手无法使用该招式。"
349,tm45,招式学习器４５,37,1000,,,"第１回合潜入，
第２回合浮上来进行攻击。"
350,tm46,招式学习器４６,37,30000,,,"根据使用时的天气，
招式属性和威力会改变。"
351,tm47,招式学习器４７,37,1000,,,"装哭流泪。
使对手不知所措，
从而大幅降低对手的特防。"
352,tm48,招式学习器４８,37,1000,,,"投掷岩石进行攻击。
封住对手的行动，
从而降低速度。"
353,tm49,招式学习器４９,37,1000,,,"将对手困在
铺天盖地的沙暴中，
在４～５回合内进行攻击。"
354,tm50,招式学习器５０,37,10000,,,"向对手猛烈地
发射种子进行攻击。
连续攻击２～５次。"
355,tm51,招式学习器５１,37,1000,,,"向对手发射
锋利的冰柱进行攻击。
连续攻击２～５次。"
356,tm52,招式学习器５２,37,100000,,,"弹跳到高高的空中，
第２回合攻击对手。
有时会让对手陷入麻痹状态。"
357,tm53,招式学习器５３,37,1000,,,"向对手投掷
泥块进行攻击。
同时降低对手的速度。"
358,tm54,招式学习器５４,37,1000,,,"向对手发射
坚硬的岩石进行攻击。
连续攻击２～５次。"
359,tm55,招式学习器５５,37,10000,,,"当对手的ＨＰ
负伤到一半左右时，
招式威力会变成２倍。"
360,tm56,招式学习器５６,37,1000,,,"在攻击之后急速返回，
和后备宝可梦进行替换。"
361,tm57,招式学习器５７,37,1000,,,"蓄力攻击。
如果能在对手之后攻击，
招式的威力会变成２倍。"
362,tm58,招式学习器５８,37,1000,,,"如果此回合内对手
已经受到伤害的话，
招式威力会变成２倍。"
363,tm59,招式学习器５９,37,100000,,,"快速投掷携带的道具进行攻击。
根据道具不同，
威力和效果会改变。"
364,tm60,招式学习器６０,37,30000,,,"利用超能力互换
自己和对手的攻击
以及特攻的能力变化。"
365,tm61,招式学习器６１,37,30000,,,"利用超能力互换
自己和对手的防御
以及特防的能力变化。"
366,tm62,招式学习器６２,37,30000,,,"将对手和自己的速度
进行互换。"
367,tm63,招式学习器６３,37,50000,,,"用拳头吸取对手的力量。
可以回复给予对手
伤害的一半ＨＰ。"
368,tm64,招式学习器６４,37,1000,,,"如果受到对手的招式攻击，
就能给予该对手
２倍威力的攻击。"
369,tm65,招式学习器６５,37,1000,,,"以影子做成的锐爪，
劈开对手。
容易击中要害。"
