"id",name_en,name_zh,"generation_id","base_hp","base_attack","base_defense","base_sp_attack","base_sp_defense","base_speed","height","weight","base_experience","gender_rate","capture_rate","growth_rate_id","description","order"
"698","amaura","冰雪龙","6","77","59","50","67","63","46","1.3","25.2","72","1","45","2","已经灭绝的古代宝可梦。
有时候它还会以冰封的
状态被发现喔。","698"
"699","aurorus","冰雪巨龙","6","123","77","72","99","92","58","2.7","225.0","104","1","45","2","当它被激怒时，
就会喷出猛烈的冷气，
把周围都冰封起来。","699"
"700","sylveon","仙子伊布","6","95","65","65","110","130","60","1.0","23.5","184","1","45","2","伽勒尔地区的童话中有着
美丽的仙子伊布击退了
可怕的龙宝可梦的故事。","700"
"701","hawlucha","摔角鹰人","6","78","92","75","74","63","118","0.8","21.5","175","4","100","2","在使出致命的绝招之前
一定要先摆出华丽的姿势。
有时也会在这一刻遭到反击。","701"
"702","dedenne","咚咚鼠","6","67","58","57","81","67","101","0.2","2.2","151","4","180","2","由于发电的能力弱，
会从插座或其他的
电气宝可梦那里偷电。","702"
"703","carbink","小碎钻","6","50","50","150","50","150","50","0.3","5.7","100","-1","60","1","据说在世界上的某处，有个
沉睡着许多小碎钻的矿脉，
它们的女王也在那里。","703"
"704","goomy","黏黏宝","6","45","50","35","55","75","40","0.3","2.8","60","4","45","1","它的触角是优秀的感觉器官。
只要感觉到有敌人就会立刻
藏起来，以此存活到了现在。","704"
"705","sliggoo","黏美儿","6","68","75","53","83","113","60","0.8","17.5","158","4","45","1","背上的突起物里装着它
小小的脑子，里面只想着
吃饭和逃离敌人这两件事。","705"
"706","goodra","黏美龙","6","90","100","70","110","150","80","2.0","150.5","270","4","45","1","用伸长角产生的力道来
攻击对手，产生的威力比
重量级拳击手的拳击还强１００倍。","706"
"707","klefki","钥圈儿","6","57","80","91","80","87","75","0.2","3.0","165","4","75","3","会用头的前端吸取金属离子。
之所以长得像钥匙，据说是因为
太过喜欢钥匙，情不自禁进行了模仿。","707"
"708","phantump","小木灵","6","43","70","48","50","60","38","0.4","7.0","62","4","120","2","用类似人类小孩的声音鸣叫，
把大人引到森林的深处，
让他们在其中迷失方向。","708"
"709","trevenant","朽木妖","6","85","110","76","65","82","56","1.5","71.0","166","4","60","2","脚尖伸出来的根须
能连结森林中的树木，
并且自由自在地加以操纵。","709"
"710","pumpkaboo","南瓜精","6","49","66","70","44","55","51","0.4","5.0","67","4","120","2","南瓜的洞里发出的光
会催眠并控制
看到它的人和宝可梦。","710"
"711","gourgeist","南瓜怪人","6","65","90","122","58","75","84","0.9","12.5","173","4","60","2","南瓜怪人会在朔月的夜里
去别人家门口敲门。开了门的人
会被它带往另一个世界。","711"
"712","bergmite","冰宝","6","55","69","85","32","35","28","1.0","99.5","61","4","190","2","栖息在极其寒冷的地域。
会把自己的脚冻在
冰岩怪的背上固定起来。","712"
"713","avalugg","冰岩怪","6","95","117","184","44","46","28","2.0","505.0","180","4","55","2","虽然身体的裂缝会因
白天的活动而变大，
但只要一晚就能全部长好。","713"
"714","noibat","嗡蝠","6","40","30","35","45","40","55","0.5","8.0","49","4","190","2","可以控制所有频率的音波。
就算是体型巨大的宝可梦，
也对它的超音波束手无策。","714"
"715","noivern","音波龙","6","85","70","80","97","80","123","1.5","85.0","187","4","45","2","在黑暗中一边飞行一边发出
能粉碎岩石的超音波痛击敌人，
然后用利齿给予致命的一击。","715"
"716","xerneas","哲尔尼亚斯","6","126","131","95","131","98","99","3.0","215.0","306","-1","45","1","","716"
"717","yveltal","伊裴尔塔尔","6","126","131","95","131","98","99","5.8","203.0","306","-1","45","1","","717"
"718","zygarde","基格尔德","6","108","100","121","81","95","95","5.0","305.0","270","-1","3","1","据说，在与威胁到生态系统者战斗时，
它会变化为更强大的样子。","718"
"719","diancie","蒂安希","6","50","100","150","100","150","50","0.7","8.8","270","-1","3","1","","719"
"720","hoopa","胡帕","6","80","110","60","150","130","70","0.5","9.0","270","-1","3","1","","720"
"721","volcanion","波尔凯尼恩","6","80","110","120","130","90","70","1.7","195.0","270","-1","3","1","","721"
"722","rowlet","木木枭","7","68","55","55","50","50","42","0.3","1.5","64","1","45","4","白天利用光合作用积蓄力量，
到了晚上则会悄无声息地
在空中飞翔，寻找猎物。","722"
"723","dartrix","投羽枭","7","78","75","75","70","70","52","0.7","16.0","147","1","45","4","对整理翅膀丝毫不会怠慢。
这不单是因为它注重形象，
也是为了让刃羽保持锐利。","723"
"724","decidueye","狙射树枭","7","78","107","75","100","100","70","1.6","36.6","239","1","45","4","只要０.１秒就可以在翅膀的
藤蔓上搭好箭羽、射向敌人，
并在敌人发现前贯穿其要害。","724"
"725","litten","火斑喵","7","45","65","40","60","40","70","0.4","4.3","64","1","45","4","如果在得到火斑喵的
信任前就想抚摸它的话，
要小心它用尖锐的爪子抓你。","725"
"726","torracat","炎热喵","7","65","85","50","80","50","90","0.7","25.0","147","1","45","4","如果敌人实力强劲，
它便会更有战斗的欲望，
火焰铃铛的火力也会随之上升。","726"
"727","incineroar","炽焰咆哮虎","7","95","115","90","80","90","60","1.8","83.0","239","1","45","4","虽然行为举止十分粗野，
却也有着会去帮助
弱小宝可梦的温柔一面。","727"
"728","popplio","球球海狮","7","50","54","54","66","56","40","0.4","7.5","64","1","45","4","每天拼命地练习，
才终于能够制造出
又大又好用的气球。","728"
"729","brionne","花漾海狮","7","60","69","69","91","81","50","0.6","17.5","147","1","45","4","到了风平浪静的夜晚，
会配合领队西狮海壬的歌声
和伙伴们一起跳舞。","729"
"730","primarina","西狮海壬","7","80","74","74","126","116","60","1.8","44.0","239","1","45","4","对战就是西狮海壬的舞台。
它那歌声和舞动气球的样子
使观战的人们为之倾倒。","730"
"731","pikipek","小笃儿","7","35","75","30","30","30","65","0.3","1.2","53","4","255","2","拥有看着很细，
却很强韧的颈部肌肉。
能以每秒１６连击的速度猛啄树木。","731"
"732","trumbeak","喇叭啄鸟","7","55","85","50","40","50","75","0.6","14.8","124","4","120","2","会将吃掉的树果种子从
口中射出。种子散落在大地上，
新的草木便会生长出来。","732"
"733","toucannon","铳嘴大鸟","7","80","120","75","75","75","60","1.1","26.0","218","4","45","2","因成双成对感情和睦而闻名。
它被视为一种吉祥的象征，
常被带到结婚仪式去。","733"
"734","yungoos","猫鼬少","7","48","70","30","30","30","45","0.4","6.0","51","4","255","2","什么都吃，但喜欢吃新鲜的活物。
所以会为了寻找猎物在路上四处游走。","734"
"735","gumshoos","猫鼬探长","7","88","110","60","55","60","45","0.7","14.2","146","4","127","2","忍耐力非常强，
但如果见到它爱吃的小拉达，
就会忘乎所以地扑过去。","735"
"736","grubbin","强颚鸡母虫","7","47","62","45","55","45","46","0.4","4.4","60","4","255","2","会用巨大的颚部
在森林中挖地制造巢穴。
最喜欢甜甜的树汁。","736"
"737","charjabug","虫电宝","7","57","82","95","55","75","36","0.5","10.5","140","4","120","2","虫电宝消化吃掉的落叶时
会产生电能。它会把这些电能
储存在自己肚子上的电囊中。","737"
"738","vikavolt","锹农炮虫","7","77","70","90","145","75","43","1.5","45.0","225","4","45","2","如果它在飞翔时把虫电宝抱住
当作备用电池，就能连续发射
电力超高的电磁光束。","738"
"739","crabrawler","好胜蟹","7","47","82","57","42","47","63","0.6","7.0","68","4","225","2","有时会把椰蛋树错认为椰子树
而爬上去。惹怒椰蛋树后
被抖落下来，并遭到踩踏。","739"
"740","crabominable","好胜毛蟹","7","97","132","77","62","67","43","1.7","180.0","167","4","60","2","比起思考，会先试着打打看。
曾经有过用拳头猛攻
打退雪崩的记录。","740"
"741","oricorio","花舞鸟","7","75","70","70","98","70","93","0.6","3.4","167","6","45","2","吸食了朱红色花蜜的花舞鸟。
训练家弄错指示的话就会非常生气。
是情感变化非常剧烈的家伙。","741"
"742","cutiefly","萌虻","7","40","45","40","55","40","84","0.1","0.2","61","4","190","2","从敌人散发出的气场
来判断对方下一步的行动。
能轻盈地躲开攻击并进行反击。","742"
"743","ribombee","蝶结萌虻","7","60","55","60","95","70","124","0.2","0.5","162","4","75","2","最讨厌雨水弄湿自己。
因为伽勒尔地区阴天居多，
所以很难见得到它的身影。","743"
"744","rockruff","岩狗狗","7","45","65","40","30","40","60","0.5","9.2","56","4","190","2","将脖子上的岩石向地面
发射，以此威吓对手。
在对方畏缩的刹那发起袭击。","744"
"745","lycanroc","鬃岩狼人","7","75","115","65","55","65","112","0.8","25.0","170","4","90","2","会用敏捷的动作将猎物
一点一点逼入绝境。
利齿总是瞄准着对方的要害。","745"
"746","wishiwashi","弱丁鱼","7","45","20","20","25","25","40","0.2","0.3","61","4","60","3","感觉到危险时眼睛就会变得湿润。
眼泪的光亮会成为召集伙伴的信号，
让许多的弱丁鱼聚在一起。","746"
"747","mareanie","好坏星","7","50","53","62","43","52","45","0.4","8.0","61","4","190","2","和阿罗拉的好坏星不同，
伽勒尔的好坏星还没发现到
太阳珊瑚的枝有多好吃。","747"
"748","toxapex","超坏星","7","50","63","152","53","142","35","0.7","14.5","173","4","75","2","体内的毒囊中储存着
满满的剧毒，毒性强到
能让吼鲸王都痛苦三天三夜。","748"
"749","mudbray","泥驴仔","7","70","100","70","45","55","45","1.0","110.0","77","4","190","2","在把自己吃土制造出的泥巴
涂在脚上之后，无论走在路况
多么差的路上都不会打滑。","749"
"750","mudsdale","重泥挽马","7","100","125","100","55","85","35","2.5","920.0","175","4","60","2","拥有很强的耐力，
可以不眠不休地拉着１０吨重的
货物纵贯伽勒尔地区。","750"
"751","dewpider","滴蛛","7","38","40","52","40","72","27","0.3","4.0","54","4","200","2","平时生活在水中，
也会戴上水泡去
陆地上寻找食物。","751"
"752","araquanid","滴蛛霸","7","68","70","92","50","132","42","1.8","82.0","159","4","100","2","把滴蛛放进头上的水泡里，
一边喂它吃剩的食物，
一边照顾它。","752"
"753","fomantis","伪螳草","7","40","55","35","50","35","35","0.3","1.5","50","4","190","2","白天沐浴阳光，
呼呼大睡。到了半夜
才醒来并开始活动。","753"
"754","lurantis","兰螳花","7","70","105","90","80","90","45","0.9","18.5","168","4","75","2","双臂的花瓣既薄
又锋利。还能够
积蓄阳光发射光束。","754"
"755","morelull","睡睡菇","7","40","35","55","65","75","15","0.2","1.5","57","4","190","2","白天也生活在昏暗的森林里。
会一边闪烁一边散播发光的孢子
来让敌人陷入沉睡。","755"
"756","shiinotic","灯罩夜菇","7","60","45","80","90","100","30","1.0","11.5","142","4","75","2","如果大半夜在森林的深处
看见光亮，记住千万不要接近。
灯罩夜菇会让你睡着的。","756"
"757","salandit","夜盗火蜥","7","48","44","40","71","40","77","0.6","4.8","64","1","120","2","悄悄地从背后靠近猎物，
在对方察觉之前释放毒气，
让对方动弹不得。","757"
"758","salazzle","焰后蜥","7","68","64","60","111","60","117","1.2","22.2","168","8","45","2","据说焰后蜥之间在争斗时，
是通过比拼谁带着更多只
雄性夜盗火蜥来定胜负的。","758"
"759","stufful","童偶熊","7","70","75","50","45","50","50","0.5","6.8","68","4","140","2","为了保护自己的身体而
胡乱挥舞前脚的样子虽然可爱，
威力却大到能将大树折断。","759"
"760","bewear","穿着熊","7","120","125","80","55","60","60","2.1","135.0","175","4","70","2","会用令格斗家都无地自容的技术
把逮住的猎物夹在腋下，
带回自己的住处。","760"
"761","bounsweet","甜竹竹","7","42","30","38","30","38","32","0.3","3.2","42","8","235","4","受到袭击时流下的汗水
非常甜美可口。那种香气
会吸引更多敌人的注意。","761"
"762","steenee","甜舞妮","7","52","40","48","40","48","62","0.7","8.2","102","8","120","4","会用头部的壳盖击打
飞来啄食自己的蓝鸦，
并且对它使出猛烈的踢击。","762"
"763","tsareena","甜冷美后","7","72","120","98","50","98","72","1.2","21.4","230","8","45","4","用又尖又硬的脚尖施展脚踢，
朝对手的身体和心灵
留下无法磨灭的创伤。","763"
"764","comfey","花疗环环","7","51","52","90","82","110","100","0.1","0.3","170","6","60","3","散发着迷人香气的宝可梦。
由于每只花疗环环身上的花都
不一样，所以香味也各不相同。","764"
"765","oranguru","智挥猩","7","90","60","80","90","110","60","1.5","76.0","172","4","45","1","对森林的各个角落都了如指掌。
如果有宝可梦受伤了，
就会去寻找药草为它们治疗。","765"
"766","passimian","投掷猴","7","100","120","90","40","60","80","2.0","82.8","172","4","45","1","２０几只形成团队来生活。
靠着每个成员明确的分工，
在严苛的大自然中生存下来。","766"
"767","wimpod","胆小虫","7","25","35","40","20","30","80","0.5","12.0","46","4","90","2","成群聚集，随时提高警惕。
只要察觉到有敌人，
就会分散开来四处逃窜。","767"
"768","golisopod","具甲武者","7","75","125","140","60","90","40","2.0","108.0","186","4","45","2","生活在海底的洞窟或沉船里。
会去和八爪武师决战，
输掉的一方便会成为对方的食物。","768"
"769","sandygast","沙丘娃","7","55","55","80","70","45","15","0.5","70.0","64","4","140","2","主要栖息在沙滩上。
操纵把手伸进自己嘴里的
对手，从而让自己变得更大。","769"
"770","palossand","噬沙堡爷","7","85","75","110","100","75","35","1.3","250.0","168","4","60","2","虽然住在沙滩上，但是
讨厌水。要是淋了大雨，
就无法维持城堡的造型。","770"
"771","pyukumuku","拳海参","7","55","60","130","30","130","5","0.3","1.2","144","4","60","3","覆盖着皮肤的粘液
具有出众的保湿效果，
即使在陆地上待好几天也不会干掉。","771"
"772","type-null","属性：空","7","95","95","95","95","95","59","1.9","120.5","107","-1","3","1","以神话中的宝可梦为原型所
创造出的宝可梦，被戴上了
抑制力量失控的面罩。","772"
"773","silvally","银伴战兽","7","95","95","95","95","95","95","2.3","100.5","257","-1","3","1","与所信赖的训练家之间的牵绊
是解放它真正力量的
最后一个要素。","773"
"774","minior","小陨星","7","60","60","100","60","100","60","0.3","40.0","154","-1","30","4","外壳非常坚固，但落到地上的
冲击会让它碎成细屑。","774"
"775","komala","树枕尾熊","7","65","115","65","75","95","65","0.4","19.9","168","4","45","1","到死都一直是睡着的状态，
是因为吃的叶子里含有
类似麻醉药的成分。","775"
"776","turtonator","爆焰龟兽","7","60","78","135","91","85","36","2.0","212.0","170","4","70","2","在火山上生活，吃下的硫磺
就是甲壳上炸药的原料。
连粪便也会爆炸，十分危险。","776"
"777","togedemaru","托戈德玛尔","7","65","98","63","40","73","96","0.3","3.3","152","4","180","2","在危急时刻会把身体卷成一团，
倒竖起背上的尖刺，
不分青红皂白地发出电击。","777"
"778","mimikyu","谜拟丘","7","55","90","80","50","105","96","0.2","0.7","167","4","45","2","有一位学者为了研究
而看了它的破布里面，
结果患上怪病而离开人世。","778"
"779","bruxish","磨牙彩皮鱼","7","68","105","70","70","70","92","0.9","19.0","166","4","80","2","厚实的皮肤连好坏星的针
也穿不透。会用结实的牙齿
嘎嘣嘎嘣地咬碎针吃下去。","779"
"780","drampa","老翁龙","7","78","60","85","135","91","36","3.0","185.0","170","4","70","2","心地善良爱亲近人，
但只要生气就会
刮起强风吹倒一切。","780"
"781","dhelmise","破破舵轮","7","70","131","100","86","90","40","3.9","210.0","181","-1","25","2","把锚抛到海里，伏击猎物。
会去捕捉巨大的吼鲸王，
吸取它们的精气。","781"
"782","jangmo-o","心鳞宝","7","45","55","65","45","45","45","0.6","29.7","60","4","45","1","体毛变成了像金属一般
坚硬的鳞片。通过敲击
鳞片来和伙伴交流。","782"
"783","hakamo-o","鳞甲龙","7","55","75","90","65","70","65","1.2","47.0","147","4","45","1","敲响鳞片，发出吼声，
接着向对手发起挑战，
并用锋利的爪子撕裂对手。","783"
"784","kommo-o","杖尾鳞甲龙","7","75","110","125","100","105","85","1.6","78.2","270","4","45","1","遗迹壁画中古代战士
身上穿着的盔甲是用
杖尾鳞甲龙的鳞片制成的。","784"
"785","tapu-koko","卡璞・鸣鸣","7","70","115","85","95","75","130","1.8","20.5","257","-1","3","1","操纵雷的美乐美乐的守护神。
好奇心旺盛，
会时不时在人们面前现身。","785"
"786","tapu-lele","卡璞・蝶蝶","7","70","85","75","130","115","95","1.2","18.6","257","-1","3","1","被称为守护神，却兼有
天真无邪与残酷的性格，
被誉为自然的化身。","786"
"787","tapu-bulu","卡璞・哞哞","7","70","130","115","85","95","75","1.9","45.5","257","-1","3","1","会鸣响尾巴，告知自己的居所，
以避免不必要的战争。
是操纵草木的乌拉乌拉的守护神。","787"
"788","tapu-fini","卡璞・鳍鳍","7","70","75","115","95","130","85","1.3","21.2","257","-1","3","1","被称为守护神，但有时会给
随便靠近的对方带去恐怖的灾难。","788"
"789","cosmog","科斯莫古","7","43","29","31","29","31","37","0.2","0.1","40","-1","45","1","没有警戒心且好奇心强，
所以经常会遇到麻烦。
危急时会用瞬间移动来逃跑。","789"
"790","cosmoem","科斯莫姆","7","43","29","131","29","131","37","0.1","999.9","140","-1","45","1","以惊人的气势吸入
大气中的尘埃，努力用
内核制造着进化的能源。","790"
"791","solgaleo","索尔迦雷欧","7","137","137","107","113","89","97","3.4","230.0","306","-1","45","1","曾经被称为
吞食太阳之兽。
能释放出无尽的光能。","791"
"792","lunala","露奈雅拉","7","137","113","89","137","107","97","4.0","120.0","306","-1","45","1","夺走四周所有的光，
自己则变身为满月的模样，
在黑夜中散发出光芒。","792"
"793","nihilego","虚吾伊德","7","109","53","47","127","131","103","1.2","55.5","257","-1","45","1","从究极之洞出现，来到这个世界。
好像会寄生在宝可梦或
人类的身上生存下去。","793"
"794","buzzwole","爆肌蚊","7","107","139","139","53","53","79","2.4","333.6","257","-1","45","1","会炫耀膨胀到异常程度的肌肉。
是究极异兽中的一种。","794"
"795","pheromosa","费洛美螂","7","71","137","37","137","37","151","1.8","25.0","257","-1","45","1","在这个世界是异类，很危险，
但在它原本栖息的世界，
好像只是寻常能见的生物。","795"
"796","xurkitree","电束木","7","83","89","71","173","71","83","3.8","100.0","257","-1","45","1","被称为究极异兽。
也有像树木一样将手脚
插入地面后一动不动的。","796"
"797","celesteela","铁火辉夜","7","97","101","103","107","101","61","9.2","999.9","257","-1","45","1","在这个世界是异类，很危险，
但在它原本栖息的世界，
好像只是寻常能见的生物。","797"
"798","kartana","纸御剑","7","59","181","131","59","31","109","0.3","0.1","257","-1","45","1","在这个世界是异类，很危险，
但在它原本栖息的世界，
好像只是寻常能见的生物。","798"
"799","guzzlord","恶食大王","7","223","101","53","97","53","43","5.5","888.0","257","-1","45","1","被称为究极异兽的未知生命。
不知是不是经常觉得肚子饿，
一直都在吃着什么东西。","799"
"800","necrozma","奈克洛兹玛","7","97","107","101","127","89","79","2.4","230.0","270","-1","255","1","为生存而发狂般地寻找着光。
会发射出激光，
将所有东西切成碎片。","800"
"801","magearna","玛机雅娜","7","80","95","115","130","115","65","1.0","80.5","270","-1","3","1","大约５００年前由科学家制作而成。
被称为魂心的部分是它的本体。","801"
"802","marshadow","玛夏多","7","90","125","80","90","90","125","0.7","22.2","270","-1","3","1","拥有潜入一切影子里的能力，
所以在很长一段时间里
都没有任何人发现它。","802"
"803","poipole","毒贝比","7","67","73","67","73","67","73","0.6","1.8","189","-1","45","1","栖息在异世界的究极异兽。
会从头部的毒针朝对手
喷出毒液，咯咯咯大笑。","803"
"804","naganadel","四颚针龙","7","73","73","73","127","73","121","3.6","150.0","243","-1","45","1","究极异兽中的一种。
会从毒针发射出
黏性很大又发光的毒液。","804"
"805","stakataka","垒磊石","7","61","131","211","53","101","13","5.5","820.0","257","-1","30","1","像是究极异兽的谜一般的生命体。
突然动起来并展开袭击的石墙，
正身就是这家伙。","805"
"806","blacephalon","砰头小丑","7","53","127","53","151","79","107","1.8","13.0","257","-1","30","1","从究极之洞里出现的究极异兽。
用爆炸吓唬对手，
趁那空当夺走对方的生命气息。","806"
"807","zeraora","捷拉奥拉","7","88","112","75","102","80","143","1.5","44.5","270","-1","3","1","从手脚的肉球放电。
当捷拉奥拉奔驰而过时，
周围将充斥着电闪雷鸣，","807"
"808","meltan","美录坦","7","46","65","65","55","35","34","0.2","8.0","135","-1","3","1","美录坦们虽然聚在一起生活，
但当时机到来，会由最强的那１只
吸收其他的伙伴来进化。","808"
"809","melmetal","美录梅塔","7","135","143","143","80","65","34","2.5","800.0","270","-1","3","1","美录梅塔利用离心力带动
沉重的螺帽挥出的拳击
被认为是宝可梦界之最。","809"
"810","grookey","敲音猴","8","50","65","50","40","40","65","0.3","5.0","62","1","45","4","会用木棒连续击打来攻击。
在以飞快的速度击打的同时，
情绪也会变得越来越高涨。","810"
"811","thwackey","啪咚猴","8","70","85","70","55","60","80","0.7","14.0","147","1","45","4","打着激烈的节拍战斗时，
由于过于忘我，甚至不会
意识到自己已经把对手打昏了。","811"
"812","rillaboom","轰擂金刚猩","8","100","125","90","60","70","85","2.1","90.0","265","1","45","4","打鼓技巧最高超的那一只
会成为首领。性情温和，
重视族群的和谐相处。","812"
"813","scorbunny","炎兔儿","8","50","71","40","40","40","69","0.3","4.5","62","1","45","4","一旦做好了战斗的准备，
它鼻头上和脚底的肉球
就会发出极度的高温。","813"
"814","raboot","腾蹴小将","8","65","86","60","55","60","94","0.6","9.0","147","1","45","4","会用脚把树果从树木上
踢落，用来练习颠球，
借此锻炼自己的脚法。","814"
"815","cinderace","闪焰王牌","8","80","116","75","65","75","119","1.4","33.0","265","1","45","4","拥有熟练的进攻和防守技巧。
只要得到声援就会更有冲劲，
但有时会为了出风头而弄巧成拙。","815"
"816","sobble","泪眼蜥","8","50","40","40","70","40","70","0.3","4.0","62","1","45","4","皮肤在湿掉时会变色，
仿佛像是隐身了一样，
谁都看不见它的身影。","816"
"817","drizzile","变涩蜥","8","65","60","55","95","55","90","0.7","11.5","147","1","45","4","头脑聪明但是怕麻烦。
为了不让敌人接近自己的地盘，
在各个地方都设下了陷阱。","817"
"818","inteleon","千面避役","8","70","85","65","125","65","120","1.9","45.2","265","1","45","4","能从指尖射出速度高达３马赫
的水枪。它的瞬膜能帮助它看穿
敌人的弱点，准确地击中要害。","818"
"819","skwovet","贪心栗鼠","8","70","55","55","35","35","25","0.3","2.5","55","4","255","2","由于它无论何时都在吃树果，
使得它比外表看起来还要顽强。
会出现在田地里寻找树果。","819"
"820","greedent","藏饱栗鼠","8","120","95","95","55","75","20","0.6","6.0","161","4","90","2","无论多么坚硬的树果壳
都能用引以为傲的大牙咬碎。
在伽勒尔是很常见的宝可梦。","820"
"821","rookidee","稚山雀","8","38","47","35","33","35","57","0.2","1.8","49","4","255","4","娇小的体型让它能敏捷地飞翔。
利用攻其不备的战法将体型
巨大的对手玩弄于股掌之间。","821"
"822","corvisquire","蓝鸦","8","68","67","55","43","55","77","0.8","16.0","128","4","120","4","经历无数次艰难的战斗后，
它学会了该如何正确地
判断敌人的力量。","822"
"823","corviknight","钢铠鸦","8","98","87","105","53","85","67","2.2","75.0","248","4","45","4","拥有优秀飞行能力和极度
聪明头脑的它在伽勒尔地区
从事飞翔出租车的工作。","823"
"824","blipbug","索侦虫","8","25","20","20","25","45","45","0.4","8.0","36","4","255","2","经常出现在田地里的宝可梦。
会通过长在身体上的毛
来感应周围发生的事。","824"
"825","dottler","天罩虫","8","50","35","80","50","90","30","0.4","19.5","117","4","120","2","正在壳里成长着。
用精神力量掌握外界的
状况，做好进化的准备。","825"
"826","orbeetle","以欧路普","8","60","45","110","80","120","90","0.4","40.8","253","4","45","2","释放出精神力量来调查
周围的情况。它的侦测范围
甚至可以达到方圆１０公里。","826"
"827","nickit","狡小狐","8","40","28","28","47","52","50","0.6","8.9","49","4","255","3","性格谨慎且狡猾。
在偷盗食物逃走的时候
会用尾巴擦掉自己的足迹。","827"
"828","thievul","猾大狐","8","70","58","58","87","92","90","1.2","19.9","159","4","127","3","靠着轻盈的身体和锐利的
爪子到处去偷食物和蛋。
逐电犬是它的天敌。","828"
"829","gossifleur","幼棉棉","8","40","40","60","40","60","10","0.4","2.2","50","4","190","2","会随着微风一边转圈圈一边
愉快地唱歌。许多人因为喜欢
这可爱的模样而培育它。","829"
"830","eldegoss","白蓬蓬","8","60","50","90","80","120","60","0.5","2.5","161","4","75","2","用它头上的棉絮制成的线
有着十分美丽动人的光泽，
是伽勒尔地区的名产。","830"
"831","wooloo","毛辫羊","8","42","40","55","40","45","48","0.6","6.0","122","4","255","2","要是身上的毛长得太长就会
不能动弹。用毛辫羊的体毛
织成的布结实得让人吃惊。","831"
"832","dubwool","毛毛角羊","8","72","80","100","60","90","88","1.3","43.0","172","4","127","2","长得长长的角是为了
向异性求爱而存在的。
它从不会把角当做武器。","832"
"833","chewtle","咬咬龟","8","50","64","50","38","38","44","0.3","8.5","57","4","255","2","会用头上硬如岩石的角攻击敌人。
趁其不备之时大口咬住对方，
一旦咬住便再也不会松口。","833"
"834","drednaw","暴噬龟","8","90","115","90","48","68","74","1.0","115.5","170","4","75","2","颈部可以伸缩。
能从远处迅速伸长颈部，
用锐利的牙齿解决对手。","834"
"835","yamper","来电汪","8","59","45","50","40","50","26","0.3","13.5","54","4","255","3","因为想要得到零食而
帮助人类工作的贪吃鬼。
总是带着电火花跑来跑去。","835"
"836","boltund","逐电犬","8","69","90","60","90","60","121","1.0","34.0","172","4","45","3","电力增强了它的脚力。
当以最高速度奔跑时，
时速可以轻易超过９０公里。","836"
"837","rolycoly","小炭仔","8","30","40","50","40","50","30","0.3","12.0","48","4","255","4","在满是岩石的崎岖之路上
也能像独轮车那样自在移动。
靠燃烧煤炭维持生命。","837"
"838","carkol","大炭车","8","80","60","90","60","70","50","1.1","78.0","144","4","120","4","能通过高速旋转自己的脚，
以３０公里的时速奔跑。
能喷出１０００度的火焰。","838"
"839","coalossal","巨炭山","8","110","80","120","80","90","30","2.8","310.5","255","4","45","4","进入战斗状态后，
它会把煤炭山燃烧得通红，
飞撒火花来烧焦四周。","839"
"840","applin","啃果虫","8","40","40","80","40","40","20","0.2","0.5","52","4","255","5","一出生就躲进了苹果中。
一边吃果肉一边成长。
进化方向因苹果的味道而定。","840"
"841","flapple","苹裹龙","8","70","110","80","95","60","70","0.3","1.0","170","4","45","5","会用苹果皮的翅膀飞翔，
并吐出强酸性的唾液。
可以变成苹果的形状。","841"
"842","appletun","丰蜜龙","8","110","85","80","100","80","30","0.4","13.0","170","4","45","5","身体被甜甜的蜜汁包裹，
背部的皮尤其甘甜，
过去曾经是小孩的零食。","842"
"843","silicobra","沙包蛇","8","52","57","75","35","50","46","2.2","7.6","63","4","255","2","会从鼻孔喷射出沙子，
趁敌人看不清的时候
躲进地底下藏身。","843"
"844","sandaconda","沙螺蟒","8","72","107","125","65","70","71","3.8","65.5","179","4","120","2","它之所以会以独特的方式
盘绕自己的身体，是为了能
更高效地喷射砂囊中的沙子。","844"
"845","cramorant","古月鸟","8","70","85","55","85","95","85","0.8","18.0","166","4","45","2","非常贪吃，会把刺梭鱼整只
吞进嘴里。偶尔也会搞错对象
去咬其他的宝可梦。","845"
"846","arrokuda","刺梭鱼","8","41","63","40","40","30","66","0.5","1.0","56","4","255","1","吃饱了之后动作会变得
极度迟缓，于是就被
古月鸟整只吞了下去。","846"
"847","barraskewda","戽斗尖梭","8","61","123","60","60","50","136","1.3","30.0","172","4","60","1","会旋转着自己的尾鳍
一口气突击。能够以超过
１００节的速度贯穿猎物。","847"
"848","toxel","电音婴","8","40","38","35","54","35","40","0.4","11.0","48","4","75","4","通过让自身的毒素产生
化学反应来发电。电力
虽然弱，却能造成麻痹。","848"
"849","toxtricity","颤弦蝾螈","8","75","98","70","114","70","75","1.6","40.0","176","4","45","4","气势汹汹的急性子。
会大口喝下浑浊的水，
吸收其中所含的毒素。","849"
"850","sizzlipede","烧火蚣","8","50","65","45","50","50","45","0.7","1.0","61","4","190","2","会用滚烫的身体勒紧猎物，
等到烤得恰到好处之时，
就把它们大口大口地吃掉。","850"
"851","centiskorch","焚焰蚣","8","100","115","65","90","90","65","3.0","120.0","184","4","75","2","性格极具攻击性。
危险的不只是它烧烫的身体，
大大的獠牙也锐利无比。","851"
